RA,DEC
232.222,57.44658
232.6028,57.12797
238.1441,54.07422
239.228,53.35606
242.0035,51.34658
138.3971,58.31675
143.7573,60.57292
143.9325,60.51511
150.2464,62.68925
157.4942,64.28997
176.2717,66.81558
176.2654,66.8335
189.4555,66.93344
191.1396,66.87408
193.0425,66.79161
197.9889,66.39317
198.3317,66.36633
215.176,63.84269
216.2045,63.5298
217.6853,63.18372
220.1817,62.63295
225.1947,60.82383
226.059,60.62697
233.559,57.28431
235.3997,56.2125
239.9936,53.38386
241.1358,52.72697
140.3036,59.72306
143.7875,60.9055
150.9063,63.28417
169.7046,66.6833
171.6839,66.88008
177.2628,67.28661
178.5482,67.22847
186.174,67.3363
186.003,67.36247
191.1641,67.18555
191.173,67.29369
210.1468,65.36692
214.792,64.36061
215.816,64.03278
228.5072,60.02906
229.6944,59.52486
229.7035,59.52267
235.2263,56.86083
236.9857,56.07175
236.7722,55.94278
240.8716,53.40522
241.2131,53.22158
219.0261,63.43472
142.3385,61.02603
144.8693,62.08097
146.0892,62.39342
146.5335,62.58381
149.3739,63.3815
166.5198,66.69544
179.4956,67.80708
193.3823,67.645
198.375,67.29217
211.781,65.4205
211.791,65.42406
222.736,62.78278
232.5563,59.03194
233.4041,58.59195
234.7753,57.92161
235.953,57.23325
241.0072,53.92994
242.918,52.45642
243.227,52.17725
