,RA,DEC
1315,52.692,-6.418
1316,54.158,-6.258
1317,54.263,-6.236
1318,55.47,-6.11
1319,55.983,-6.058
1320,58.548,-5.622
1321,59.981,-5.497
1322,62.774,-5.003
1323,62.776,-5.004
1324,36.121,-7.786
1325,36.347,-7.84
1326,36.392,-7.88
1327,38.258,-7.62
1328,39.186,-7.666
1329,40.098,-7.515
1330,40.372,-7.346
1331,49.668,-6.455
1332,50.04,-6.262
1333,50.037,-6.266
1334,50.042,-6.259
1335,51.088,-6.139
1336,51.295,-6.18
1337,51.377,-6.127
1338,51.6,-6.078
1339,54.459,-5.863
1340,54.637,-5.869
1341,56.756,-5.462
1342,38.589,-7.194
1343,38.886,-7.154
1344,40.26,-6.936
1345,40.216,-7.133
1346,40.222,-7.128
1347,40.224,-7.099
1348,40.416,-6.945
1349,41.295,-6.984
1350,42.684,-6.746
1351,42.684,-6.749
1352,42.792,-6.706
1353,43.063,-6.683
1354,44.651,-6.632
1355,44.897,-6.605
1356,46.261,-6.492
1357,46.258,-6.494
1358,46.757,-6.296
1359,48.557,-6.088
1360,50.564,-5.77
1361,50.951,-5.755
1362,51.01,-5.925
1363,51.247,-5.733
1364,51.253,-5.74
1365,51.775,-5.826
1366,52.552,-5.544
1367,53.659,-5.442
1368,53.789,-5.379
1369,54.014,-5.446
1370,54.019,-5.465
1371,54.219,-5.367
1372,54.112,-5.492
1373,54.306,-5.338
1374,55.266,-5.339
1375,55.957,-5.185
1376,56.13,-5.198
1377,56.172,-5.232
1378,56.306,-5.172
1379,56.358,-5.07
1380,58.38,-4.778
1381,58.518,-4.838
1382,58.806,-4.831
1383,59.2,-4.807
1384,60.681,-4.462
1385,60.707,-4.59
1386,61.011,-4.462
1387,61.219,-4.492
1388,155.041,-3.109
1389,155.05,-3.104
1390,155.053,-3.137
1391,155.187,-3.055
1392,155.215,-3.057
1393,155.56,-3.092
1394,155.858,-3.034
1395,155.935,-3.169
1396,155.985,-3.182
1397,156.148,-3.063
1398,156.167,-3.211
1399,156.362,-3.093
1400,156.329,-3.185
1401,156.659,-3.07
1402,156.651,-3.067
1403,156.697,-3.197
1404,156.831,-3.185
1405,156.764,-3.225
1406,156.881,-3.093
1407,156.931,-3.177
1408,157.116,-3.243
1409,157.075,-3.252
1410,157.063,-3.25
1411,157.133,-3.154
1412,157.159,-3.207
1413,157.221,-3.246
1414,157.224,-3.252
1415,157.227,-3.222
1416,157.233,-3.149
1417,157.272,-3.191
1418,157.2,-3.155
1419,157.349,-3.142
1420,157.408,-3.19
1421,157.392,-3.235
1422,157.479,-3.236
1423,157.487,-3.251
1424,157.525,-3.14
1425,157.551,-3.258
1426,157.568,-3.243
1427,157.573,-3.104
1428,157.589,-3.098
1429,157.674,-3.183
1430,157.679,-3.177
1431,157.666,-3.07
1432,157.656,-3.109
1433,157.78,-3.242
1434,157.829,-3.18
1435,157.911,-3.222
1436,157.98,-3.118
1437,158.079,-3.161
1438,158.365,-3.123
1439,158.408,-3.098
1440,158.446,-3.222
1441,158.487,-3.118
1442,158.828,-3.264
1443,158.864,-3.214
1444,158.922,-3.205
1445,158.913,-3.274
1446,159.065,-3.272
1447,159.042,-3.275
1448,159.057,-3.196
1449,159.074,-3.15
1450,159.453,-3.162
1451,159.978,-3.108
1452,160.253,-3.272
1453,160.418,-3.276
1454,160.457,-3.272
1455,160.476,-3.217
1456,160.482,-3.296
1457,160.802,-3.287
1458,160.939,-3.298
1459,162.035,-3.314
1460,162.076,-3.334
1461,162.049,-3.149
1462,162.101,-3.313
1463,162.272,-3.345
1464,162.386,-3.249
1465,162.419,-3.269
1466,162.826,-3.299
1467,162.934,-3.199
1468,163.17,-3.18
1469,163.245,-3.292
1470,163.431,-3.247
1471,163.557,-3.339
1472,163.574,-3.265
1473,163.698,-3.346
1474,164.0,-3.23
1475,164.137,-3.297
1476,164.275,-3.216
1477,164.606,-3.249
1478,164.688,-3.307
1479,164.862,-3.198
1480,172.209,-3.349
1481,172.972,-3.475
1482,173.439,-3.437
1483,173.616,-3.408
1484,174.344,-3.494
1485,174.99,-3.349
1486,175.048,-3.355
1487,175.869,-3.321
1488,176.242,-3.519
1489,176.312,-3.409
1490,176.865,-3.399
1491,177.359,-3.512
1492,177.386,-3.475
1493,177.916,-3.491
1494,177.984,-3.417
1495,178.28,-3.383
1496,178.311,-3.397
1497,178.29,-3.393
1498,178.765,-3.503
1499,178.794,-3.503
1500,179.708,-3.416
1501,179.711,-3.424
1502,179.656,-3.503
1503,180.198,-3.42
1504,180.172,-3.477
1505,182.723,-3.488
1506,182.874,-3.438
1507,183.001,-3.504
1508,183.085,-3.448
1509,183.263,-3.351
1510,183.335,-3.438
1511,183.918,-3.542
1512,184.126,-3.424
1513,185.975,-3.443
1514,185.953,-3.358
1515,186.07,-3.445
1516,186.517,-3.446
1517,187.795,-3.481
1518,188.261,-3.498
1519,188.242,-3.345
1520,189.152,-3.394
1521,189.378,-3.463
1522,189.425,-3.512
1523,189.417,-3.478
1524,192.057,-3.333
1525,192.051,-3.334
1526,192.263,-3.361
1527,192.691,-3.44
1528,193.035,-3.423
1529,193.874,-3.397
1530,194.066,-3.456
1531,194.356,-3.496
1532,194.736,-3.307
1533,195.278,-3.376
1534,195.278,-3.377
1535,195.566,-3.491
1536,196.172,-3.448
1537,196.191,-3.443
1538,196.729,-3.413
1539,198.66,-3.307
1540,198.706,-3.281
1541,199.207,-3.436
1542,199.885,-3.349
1543,200.613,-3.43
1544,200.911,-3.359
1545,200.921,-3.369
1546,200.924,-3.367
1547,155.037,-2.608
1548,154.973,-2.79
1549,154.98,-2.642
1550,155.149,-2.648
1551,155.15,-2.62
1552,155.155,-2.695
1553,155.265,-2.797
1554,155.22,-2.752
1555,155.282,-2.756
1556,155.326,-2.638
1557,155.348,-2.762
1558,155.397,-2.674
1559,155.453,-2.787
1560,155.562,-2.661
1561,155.615,-2.767
1562,155.621,-2.779
1563,155.847,-2.681
1564,155.901,-2.695
1565,155.809,-2.796
1566,155.855,-2.754
1567,155.971,-2.79
1568,156.051,-2.816
1569,156.09,-2.663
1570,156.189,-2.771
1571,156.235,-2.629
1572,156.271,-2.732
1573,156.314,-2.643
1574,156.309,-2.647
1575,156.545,-2.826
1576,156.438,-2.682
1577,156.492,-2.796
1578,156.493,-2.716
1579,156.526,-2.775
1580,156.646,-2.825
1581,156.662,-2.827
1582,156.763,-2.637
1583,156.765,-2.636
1584,156.797,-2.783
1585,156.788,-2.783
1586,156.872,-2.704
1587,157.121,-2.76
1588,157.216,-2.705
1589,157.514,-2.82
1590,157.464,-2.838
1591,157.712,-2.721
1592,157.629,-2.812
1593,157.66,-2.805
1594,157.683,-2.802
1595,157.696,-2.755
1596,157.696,-2.757
1597,157.72,-2.82
1598,157.924,-2.743
1599,157.958,-2.712
1600,158.029,-2.711
1601,158.098,-2.755
1602,158.074,-2.764
1603,158.066,-2.76
1604,158.181,-2.693
1605,158.28,-2.687
1606,158.464,-2.785
1607,158.544,-2.744
1608,158.571,-2.802
1609,159.162,-2.869
1610,159.241,-2.863
1611,159.559,-2.693
1612,159.647,-2.701
1613,159.832,-2.776
1614,160.155,-2.806
1615,160.29,-2.736
1616,160.305,-2.845
1617,160.465,-2.712
1618,160.623,-2.889
1619,160.654,-2.817
1620,160.745,-2.765
1621,160.772,-2.785
1622,160.796,-2.774
1623,160.953,-2.725
1624,161.104,-2.706
1625,161.2,-2.812
1626,161.245,-2.854
1627,161.478,-2.828
1628,161.618,-2.718
1629,161.72,-2.827
1630,162.128,-2.771
1631,162.167,-2.831
1632,162.214,-2.768
1633,162.273,-2.781
1634,162.268,-2.78
1635,162.286,-2.749
1636,162.395,-2.813
1637,162.397,-2.839
1638,162.406,-2.838
1639,162.493,-2.847
1640,162.523,-2.847
1641,162.545,-2.81
1642,162.578,-2.844
1643,163.083,-2.842
1644,163.381,-2.824
1645,163.723,-2.858
1646,163.753,-2.854
1647,163.801,-2.857
1648,163.802,-2.92
1649,163.804,-2.9
1650,163.822,-2.773
1651,163.848,-2.812
1652,163.885,-2.841
1653,164.068,-2.769
1654,164.104,-2.898
1655,164.674,-2.816
1656,164.716,-2.789
1657,164.935,-2.856
1658,172.131,-2.949
1659,172.741,-2.874
1660,172.991,-2.922
1661,173.497,-3.024
1662,174.093,-2.943
1663,174.148,-3.022
1664,174.28,-2.881
1665,174.558,-2.889
1666,175.76,-2.895
1667,176.406,-3.031
1668,176.805,-3.075
1669,176.823,-3.061
1670,177.356,-2.966
1671,177.826,-3.109
1672,178.323,-3.104
1673,178.462,-3.106
1674,178.613,-2.929
1675,178.95,-3.049
1676,180.942,-3.041
1677,181.436,-3.071
1678,182.278,-3.112
1679,184.422,-3.098
1680,184.685,-2.998
1681,185.353,-2.968
1682,185.567,-2.968
1683,185.871,-2.96
1684,186.54,-2.979
1685,187.093,-3.112
1686,187.171,-3.037
1687,187.187,-3.049
1688,187.48,-3.126
1689,187.539,-3.038
1690,187.95,-2.97
1691,188.85,-2.962
1692,189.182,-3.021
1693,190.345,-3.058
1694,190.697,-2.997
1695,193.544,-2.894
1696,193.524,-3.007
1697,194.641,-2.889
1698,195.073,-3.066
1699,196.099,-3.032
1700,196.133,-2.988
1701,197.044,-2.905
1702,198.13,-3.016
1703,199.706,-2.866
1704,200.297,-2.884
1705,200.628,-2.986
1706,155.112,-2.314
1707,155.125,-2.272
1708,155.078,-2.226
1709,155.305,-2.336
1710,155.34,-2.303
1711,155.346,-2.256
1712,155.348,-2.356
1713,155.593,-2.302
1714,155.815,-2.281
1715,156.162,-2.327
1716,156.21,-2.392
1717,156.398,-2.215
1718,156.402,-2.238
1719,156.8,-2.402
1720,156.809,-2.38
1721,156.935,-2.24
1722,157.564,-2.337
1723,158.006,-2.298
1724,158.022,-2.436
1725,158.02,-2.438
1726,158.24,-2.431
1727,158.3,-2.393
1728,158.419,-2.266
1729,158.685,-2.37
1730,158.98,-2.446
1731,159.129,-2.302
1732,159.311,-2.375
1733,159.386,-2.438
1734,159.636,-2.33
1735,159.647,-2.329
1736,159.899,-2.453
1737,159.917,-2.345
1738,159.918,-2.299
1739,160.079,-2.405
1740,160.112,-2.435
1741,160.139,-2.451
1742,160.147,-2.284
1743,160.154,-2.292
1744,160.213,-2.299
1745,160.291,-2.316
1746,160.336,-2.314
1747,160.411,-2.422
1748,160.499,-2.312
1749,160.525,-2.299
1750,160.528,-2.341
1751,160.739,-2.458
1752,161.033,-2.35
1753,161.203,-2.44
1754,161.401,-2.426
1755,161.375,-2.364
1756,161.542,-2.481
1757,161.608,-2.313
1758,161.611,-2.369
1759,161.66,-2.338
1760,161.731,-2.324
1761,161.741,-2.475
1762,161.786,-2.359
1763,161.799,-2.311
1764,161.802,-2.333
1765,161.981,-2.404
1766,162.626,-2.322
1767,162.754,-2.381
1768,162.785,-2.35
1769,163.222,-2.519
1770,163.388,-2.456
1771,163.435,-2.495
1772,163.873,-2.435
1773,163.904,-2.53
1774,163.983,-2.466
1775,164.029,-2.507
1776,164.205,-2.446
1777,164.189,-2.411
1778,164.196,-2.412
1779,164.133,-2.476
1780,164.465,-2.55
1781,164.504,-2.523
1782,171.767,-2.6
1783,174.223,-2.48
1784,175.162,-2.589
1785,176.237,-2.503
1786,176.921,-2.591
1787,176.921,-2.592
1788,177.964,-2.551
1789,178.162,-2.673
1790,179.299,-2.687
1791,179.408,-2.549
1792,179.564,-2.609
1793,179.793,-2.591
1794,180.077,-2.536
1795,180.26,-2.565
1796,181.073,-2.684
1797,183.876,-2.599
1798,184.41,-2.587
1799,186.381,-2.665
1800,186.439,-2.522
1801,188.241,-2.584
1802,189.277,-2.692
1803,189.446,-2.533
1804,190.194,-2.54
1805,190.225,-2.595
1806,191.647,-2.511
1807,191.706,-2.501
1808,194.005,-2.572
1809,194.75,-2.629
1810,195.426,-2.626
1811,196.395,-2.587
1812,198.376,-2.611
1813,198.505,-2.621
1814,199.766,-2.514
1815,200.3,-2.6
1816,200.61,-2.42
1817,154.997,-1.815
1818,155.196,-1.766
1819,155.142,-1.749
1820,155.139,-1.958
1821,155.21,-1.84
1822,155.196,-1.941
1823,155.284,-1.811
1824,155.409,-1.792
1825,155.506,-1.935
1826,155.66,-1.779
1827,155.574,-1.933
1828,155.766,-1.911
1829,155.71,-1.799
1830,155.805,-1.916
1831,155.883,-1.774
1832,156.011,-1.828
1833,156.184,-1.952
1834,156.25,-1.867
1835,156.274,-1.952
1836,156.29,-1.843
1837,156.422,-1.954
1838,156.557,-1.891
1839,156.769,-1.819
1840,156.787,-1.876
1841,157.076,-1.876
1842,157.156,-1.954
1843,157.167,-1.988
1844,157.186,-1.921
1845,157.195,-1.845
1846,157.377,-1.842
1847,157.504,-1.834
1848,157.595,-1.901
1849,157.569,-1.88
1850,157.612,-1.839
1851,157.678,-1.827
1852,157.668,-1.885
1853,157.953,-1.925
1854,158.058,-1.946
1855,158.2,-1.999
1856,158.229,-1.919
1857,158.441,-1.823
1858,158.806,-1.998
1859,158.806,-1.989
1860,159.047,-1.974
1861,159.653,-1.874
1862,159.697,-1.852
1863,159.942,-1.853
1864,160.418,-1.932
1865,160.671,-1.956
1866,160.693,-1.869
1867,160.71,-1.925
1868,160.723,-1.909
1869,160.894,-1.891
1870,160.913,-2.055
1871,160.915,-2.061
1872,160.916,-1.972
1873,160.928,-1.901
1874,160.964,-1.98
1875,161.059,-1.867
1876,161.181,-2.03
1877,162.02,-1.927
1878,162.381,-1.929
1879,162.451,-1.95
1880,162.492,-1.903
1881,163.078,-2.072
1882,163.5,-1.97
1883,163.75,-1.959
1884,163.786,-1.949
1885,163.821,-1.969
1886,163.932,-2.054
1887,164.156,-2.098
1888,164.253,-2.009
1889,164.263,-1.935
1890,164.281,-2.02
1891,164.308,-1.978
1892,164.419,-1.926
1893,164.942,-2.008
1894,164.867,-1.946
1895,171.478,-2.144
1896,172.506,-2.032
1897,174.399,-2.127
1898,174.756,-2.143
1899,175.158,-2.234
1900,175.751,-2.106
1901,176.897,-2.205
1902,176.929,-2.257
1903,177.629,-2.11
1904,178.369,-2.098
1905,178.345,-2.192
1906,178.732,-2.233
1907,179.881,-2.169
1908,180.217,-2.121
1909,183.224,-2.247
1910,183.241,-2.239
1911,184.781,-2.253
1912,185.208,-2.086
1913,186.153,-2.24
1914,186.732,-2.264
1915,186.74,-2.263
1916,186.809,-2.181
1917,187.015,-2.281
1918,189.342,-2.277
1919,189.514,-2.264
1920,189.515,-2.261
1921,189.501,-2.154
1922,190.134,-2.261
1923,190.301,-2.251
1924,190.554,-2.117
1925,190.946,-2.101
1926,191.602,-2.068
1927,191.842,-2.256
1928,193.972,-2.197
1929,194.363,-2.197
1930,194.812,-2.077
1931,195.531,-2.198
1932,196.346,-2.169
1933,197.18,-2.135
1934,197.18,-2.131
1935,198.639,-2.062
1936,198.824,-2.132
1937,199.148,-2.091
1938,199.915,-2.137
1939,200.873,-2.189
1940,170.876,-2.031
1941,155.008,-1.379
1942,155.237,-1.422
1943,155.258,-1.348
1944,155.482,-1.436
1945,155.432,-1.365
1946,155.499,-1.349
1947,155.519,-1.479
1948,155.528,-1.499
1949,155.587,-1.358
1950,155.587,-1.438
1951,155.619,-1.361
1952,155.649,-1.432
1953,155.915,-1.416
1954,156.026,-1.535
1955,156.147,-1.544
1956,156.292,-1.56
1957,156.385,-1.553
1958,156.839,-1.487
1959,157.02,-1.528
1960,157.116,-1.508
1961,157.319,-1.463
1962,157.5,-1.442
1963,157.775,-1.449
1964,157.95,-1.465
1965,158.053,-1.493
1966,158.047,-1.576
1967,158.053,-1.521
1968,158.07,-1.554
1969,158.208,-1.442
1970,158.362,-1.591
1971,158.377,-1.509
1972,158.382,-1.579
1973,158.394,-1.465
1974,158.394,-1.587
1975,158.42,-1.481
1976,158.484,-1.452
1977,158.619,-1.497
1978,158.748,-1.404
1979,158.818,-1.489
1980,158.972,-1.439
1981,159.009,-1.432
1982,159.01,-1.447
1983,159.068,-1.597
1984,159.139,-1.48
1985,159.414,-1.573
1986,159.408,-1.613
1987,159.642,-1.622
1988,159.786,-1.521
1989,160.322,-1.626
1990,160.523,-1.575
1991,160.772,-1.441
1992,160.852,-1.529
1993,160.883,-1.538
1994,161.042,-1.605
1995,161.121,-1.616
1996,161.139,-1.614
1997,161.387,-1.608
1998,161.663,-1.492
1999,161.849,-1.548
2000,161.87,-1.607
2001,161.877,-1.493
2002,161.901,-1.535
2003,161.904,-1.531
2004,162.469,-1.575
2005,162.47,-1.615
2006,162.478,-1.595
2007,162.519,-1.675
2008,162.529,-1.672
2009,162.588,-1.547
2010,162.59,-1.636
2011,163.373,-1.501
2012,163.624,-1.66
2013,163.999,-1.668
2014,164.15,-1.614
2015,164.574,-1.618
2016,164.689,-1.533
2017,172.358,-1.745
2018,173.221,-1.689
2019,174.021,-1.678
2020,174.544,-1.727
2021,175.269,-1.637
2022,175.486,-1.817
2023,175.671,-1.665
2024,176.417,-1.816
2025,176.846,-1.756
2026,177.003,-1.764
2027,177.309,-1.646
2028,178.31,-1.714
2029,178.33,-1.729
2030,178.599,-1.735
2031,179.434,-1.816
2032,179.394,-1.734
2033,179.791,-1.805
2034,180.712,-1.786
2035,180.721,-1.779
2036,180.818,-1.67
2037,181.261,-1.73
2038,181.951,-1.723
2039,182.214,-1.863
2040,182.562,-1.675
2041,183.428,-1.817
2042,183.754,-1.816
2043,184.786,-1.808
2044,185.037,-1.782
2045,185.334,-1.768
2046,186.158,-1.8
2047,188.492,-1.718
2048,188.952,-1.769
2049,190.112,-1.748
2050,191.127,-1.849
2051,191.127,-1.85
2052,191.302,-1.817
2053,192.022,-1.662
2054,192.284,-1.837
2055,192.443,-1.671
2056,192.454,-1.748
2057,192.591,-1.814
2058,192.588,-1.712
2059,192.682,-1.677
2060,192.881,-1.831
2061,194.3,-1.707
2062,194.239,-1.694
2063,194.738,-1.758
2064,194.632,-1.716
2065,194.651,-1.674
2066,194.66,-1.77
2067,194.698,-1.715
2068,194.714,-1.728
2069,196.465,-1.794
2070,196.593,-1.681
2071,196.747,-1.696
2072,197.084,-1.725
2073,198.735,-1.785
2074,199.432,-1.685
2075,199.488,-1.639
2076,200.249,-1.622
2077,200.65,-1.643
2078,155.143,-1.089
2079,155.142,-1.088
2080,155.143,-1.091
2081,155.87,-1.12
2082,155.882,-1.121
2083,157.192,-1.134
2084,157.817,-1.14
2085,159.113,-1.146
2086,159.185,-1.181
2087,159.668,-1.204
2088,159.601,-1.132
2089,159.7,-1.172
2090,159.84,-1.14
2091,159.874,-1.201
2092,160.664,-1.217
2093,161.445,-1.2
2094,161.717,-1.206
2095,161.903,-1.185
2096,162.122,-1.182
2097,162.589,-1.206
2098,162.867,-1.164
2099,162.956,-1.166
2100,163.057,-1.251
2101,163.073,-1.191
2102,163.262,-1.236
2103,163.343,-1.167
2104,163.511,-1.173
2105,163.523,-1.21
2106,163.888,-1.246
2107,163.909,-1.244
2108,164.024,-1.246
2109,164.301,-1.261
2110,171.675,-1.291
2111,171.711,-1.322
2112,171.736,-1.308
2113,173.132,-1.381
2114,173.656,-1.305
2115,174.507,-1.346
2116,174.943,-1.369
2117,176.085,-1.272
2118,176.389,-1.41
2119,176.911,-1.356
2120,177.269,-1.373
2121,177.288,-1.362
2122,179.383,-1.253
2123,179.381,-1.287
2124,179.387,-1.321
2125,179.542,-1.424
2126,179.675,-1.314
2127,179.8,-1.301
2128,179.961,-1.382
2129,179.962,-1.381
2130,180.155,-1.357
2131,180.298,-1.293
2132,181.031,-1.331
2133,181.078,-1.363
2134,181.481,-1.304
2135,181.79,-1.253
2136,182.456,-1.408
2137,183.917,-1.257
2138,184.672,-1.303
2139,185.096,-1.293
2140,185.243,-1.417
2141,185.936,-1.306
2142,186.553,-1.298
2143,186.549,-1.305
2144,186.583,-1.262
2145,187.309,-1.356
2146,187.311,-1.365
2147,187.879,-1.363
2148,188.225,-1.343
2149,188.518,-1.303
2150,189.451,-1.345
2151,189.44,-1.361
2152,189.569,-1.34
2153,189.774,-1.316
2154,190.636,-1.351
2155,190.634,-1.354
2156,191.66,-1.242
2157,191.685,-1.339
2158,191.729,-1.298
2159,192.102,-1.381
2160,193.713,-1.364
2161,194.746,-1.308
2162,195.314,-1.255
2163,196.912,-1.269
2164,197.963,-1.34
2165,197.933,-1.25
2166,198.465,-1.253
2167,198.833,-1.224
2168,200.233,-1.291
2169,170.894,-1.224
2170,172.702,-3.524
2171,172.984,-3.6
2172,173.585,-3.59
2173,173.861,-3.616
2174,173.962,-3.663
2175,175.03,-3.565
2176,175.035,-3.575
2177,175.062,-3.523
2178,175.077,-3.592
2179,175.013,-3.515
2180,176.044,-3.669
2181,176.044,-3.668
2182,176.177,-3.618
2183,177.04,-3.563
2184,177.182,-3.594
2185,177.303,-3.66
2186,177.302,-3.671
2187,177.404,-3.567
2188,178.131,-3.676
2189,178.531,-3.682
2190,178.982,-3.547
2191,178.994,-3.563
2192,179.108,-3.651
2193,179.56,-3.719
2194,179.618,-3.593
2195,179.913,-3.683
2196,179.88,-3.629
2197,180.796,-3.547
2198,181.668,-3.671
2199,181.911,-3.732
2200,181.916,-3.621
2201,183.282,-3.595
2202,183.449,-3.587
2203,183.406,-3.746
2204,183.622,-3.682
2205,183.966,-3.717
2206,184.071,-3.737
2207,185.536,-3.606
2208,185.515,-3.679
2209,185.716,-3.637
2210,185.808,-3.738
2211,185.864,-3.563
2212,185.925,-3.745
2213,186.004,-3.723
2214,187.851,-3.668
2215,188.202,-3.609
2216,188.301,-3.633
2217,188.297,-3.645
2218,188.373,-3.716
2219,188.691,-3.57
2220,188.786,-3.589
2221,189.894,-3.719
2222,190.449,-3.675
2223,190.483,-3.657
2224,191.712,-3.709
2225,191.871,-3.543
2226,191.919,-3.545
2227,192.494,-3.576
2228,192.594,-3.633
2229,192.994,-3.656
2230,193.867,-3.621
2231,193.935,-3.571
2232,194.504,-3.621
2233,194.496,-3.622
2234,194.359,-3.638
2235,194.458,-3.576
2236,194.519,-3.621
2237,194.795,-3.558
2238,195.021,-3.681
2239,195.249,-3.582
2240,195.287,-3.687
2241,195.467,-3.552
2242,195.639,-3.516
2243,195.612,-3.657
2244,196.13,-3.572
2245,196.158,-3.566
2246,197.067,-3.563
2247,197.1,-3.578
2248,197.386,-3.592
2249,198.211,-3.485
2250,198.838,-3.574
2251,198.923,-3.598
2252,199.92,-3.481
2253,200.49,-3.543
2254,200.722,-3.465
2255,171.795,-3.206
2256,173.611,-3.278
2257,173.759,-3.22
2258,174.25,-3.282
2259,174.427,-3.273
2260,175.131,-3.268
2261,175.215,-3.266
2262,175.41,-3.183
2263,175.755,-3.168
2264,176.948,-3.246
2265,177.884,-3.157
2266,178.369,-3.23
2267,178.451,-3.219
2268,178.516,-3.202
2269,179.038,-3.202
2270,179.16,-3.206
2271,181.152,-3.212
2272,181.3,-3.254
2273,182.089,-3.145
2274,182.66,-3.23
2275,183.665,-3.274
2276,183.881,-3.336
2277,184.202,-3.146
2278,184.719,-3.315
2279,185.784,-3.205
2280,186.169,-3.304
2281,187.465,-3.151
2282,187.649,-3.214
2283,187.883,-3.258
2284,188.618,-3.255
2285,189.16,-3.16
2286,190.37,-3.254
2287,190.986,-3.196
2288,190.996,-3.302
2289,190.945,-3.304
2290,192.67,-3.234
2291,192.68,-3.135
2292,192.88,-3.297
2293,194.779,-3.137
2294,194.786,-3.115
2295,194.959,-3.185
2296,195.158,-3.159
2297,195.248,-3.185
2298,195.349,-3.296
2299,195.42,-3.199
2300,195.56,-3.273
2301,195.823,-3.11
2302,195.806,-3.096
2303,195.858,-3.227
2304,195.875,-3.125
2305,195.853,-3.199
2306,196.196,-3.129
2307,196.232,-3.285
2308,196.319,-3.14
2309,197.635,-3.277
2310,198.118,-3.209
2311,198.359,-3.115
2312,198.816,-3.171
2313,198.857,-3.119
2314,199.157,-3.101
2315,199.37,-3.178
2316,199.372,-3.182
2317,200.252,-3.158
2318,200.453,-3.181
2319,200.505,-3.245
2320,200.597,-3.196
2321,170.835,-3.131
2322,170.983,-2.706
2323,171.715,-2.733
2324,172.064,-2.836
2325,172.244,-2.818
2326,172.238,-2.822
2327,172.838,-2.693
2328,173.926,-2.783
2329,174.647,-2.805
2330,175.03,-2.862
2331,175.248,-2.676
2332,175.259,-2.743
2333,175.5,-2.72
2334,176.45,-2.742
2335,176.912,-2.824
2336,177.297,-2.696
2337,177.757,-2.854
2338,177.941,-2.769
2339,177.965,-2.755
2340,178.194,-2.84
2341,178.69,-2.741
2342,179.013,-2.887
2343,180.217,-2.729
2344,180.279,-2.762
2345,180.514,-2.867
2346,182.892,-2.859
2347,183.032,-2.746
2348,183.113,-2.784
2349,183.35,-2.821
2350,186.22,-2.847
2351,186.395,-2.835
2352,187.076,-2.82
2353,188.415,-2.759
2354,188.515,-2.829
2355,188.981,-2.902
2356,189.444,-2.782
2357,189.679,-2.825
2358,190.752,-2.752
2359,190.936,-2.807
2360,191.827,-2.723
2361,192.488,-2.729
2362,192.809,-2.689
2363,193.856,-2.693
2364,194.309,-2.749
2365,194.439,-2.829
2366,194.494,-2.793
2367,194.633,-2.875
2368,194.74,-2.876
2369,195.061,-2.78
2370,195.191,-2.718
2371,195.637,-2.831
2372,195.696,-2.844
2373,195.924,-2.668
2374,196.194,-2.871
2375,196.482,-2.834
2376,197.34,-2.751
2377,197.979,-2.788
2378,198.03,-2.814
2379,171.369,-2.232
2380,171.523,-2.264
2381,172.882,-2.311
2382,172.893,-2.301
