,RA,DEC
98568,155.244,5.382
98569,155.254,4.911
98570,155.238,4.876
98571,155.005,4.69
98572,154.823,4.763
98573,155.095,4.615
98574,155.173,4.777
98575,155.111,4.429
98576,155.093,4.418
98577,154.872,4.618
98578,154.965,4.488
98579,155.738,5.176
98580,155.415,5.297
98581,155.758,4.8
98582,155.618,4.954
98583,155.486,5.054
98584,155.47,4.59
98585,155.31,4.269
98586,155.405,4.508
98587,155.933,5.217
98588,155.817,5.272
98589,155.907,4.871
98590,155.713,4.766
98591,155.63,4.582
98592,155.639,4.216
98593,155.62,4.415
98594,155.611,4.399
98595,155.515,4.22
98596,155.537,4.296
98597,155.732,4.194
98598,155.513,4.362
98599,155.834,4.633
98600,155.993,4.372
98601,155.855,4.714
98602,156.12,4.68
98603,156.085,4.591
98604,156.268,4.693
98605,156.068,4.678
98606,156.178,4.717
98607,156.194,4.627
98608,156.087,4.679
98609,156.191,4.786
98610,156.284,4.645
98611,156.189,4.369
98612,156.304,5.14
98613,156.238,5.247
98614,156.038,5.415
98615,156.043,5.356
98616,156.048,5.333
98617,156.116,4.926
98618,156.315,5.124
98619,156.385,4.662
98620,156.339,4.205
98621,156.536,4.373
98622,156.387,5.354
98623,156.368,4.956
98624,156.356,4.972
98625,156.443,5.055
98626,156.392,5.153
98627,156.339,5.377
98628,156.371,4.8
98629,156.305,5.374
98630,156.597,4.491
98631,156.637,4.651
98632,156.721,4.517
98633,156.631,4.634
98634,156.57,4.75
98635,156.616,4.264
98636,156.705,4.292
98637,156.669,4.455
98638,156.589,5.057
98639,156.577,5.074
98640,156.613,4.974
98641,156.48,5.068
98642,157.015,4.493
98643,156.925,4.33
98644,156.89,4.467
98645,156.984,4.416
98646,156.871,4.442
98647,156.995,4.264
98648,157.025,4.417
98649,158.399,3.477
98650,158.385,3.38
98651,158.286,3.129
98652,158.323,3.558
98653,158.416,3.702
98654,158.412,3.391
98655,158.627,3.746
98656,158.505,3.393
98657,158.809,3.753
98658,158.27,3.51
98659,158.599,3.634
98660,158.756,3.907
98661,158.666,3.895
98662,158.583,3.832
98663,158.637,4.092
98664,158.811,4.046
98665,158.793,3.939
98666,158.762,4.103
98667,157.922,3.458
98668,158.222,3.457
98669,158.032,3.552
98670,157.915,3.304
98671,157.915,3.731
98672,157.977,3.666
98673,158.051,3.644
98674,157.962,3.765
98675,158.172,3.614
98676,158.079,3.664
98677,158.452,3.913
98678,158.413,3.784
98679,158.412,4.162
98680,158.452,4.248
98681,158.534,4.063
98682,158.555,4.2
98683,158.39,4.264
98684,157.723,3.362
98685,157.89,3.595
98686,157.908,3.766
98687,158.139,3.777
98688,158.058,3.77
98689,158.083,3.959
98690,158.199,4.196
98691,157.943,3.797
98692,158.179,4.159
98693,157.432,2.891
98694,157.459,3.536
98695,157.589,3.683
98696,157.609,3.74
98697,157.447,3.665
98698,157.561,3.667
98699,157.735,4.042
98700,157.679,4.148
98701,157.867,4.007
98702,157.903,3.948
98703,157.719,4.106
98704,157.854,3.875
98705,157.761,4.095
98706,157.761,4.125
98707,157.754,4.242
98708,157.779,4.117
98709,157.926,4.062
98710,157.761,4.203
98711,157.844,4.245
98712,157.591,3.962
98713,157.655,3.895
98714,157.609,3.86
98715,157.571,3.835
98716,157.624,3.977
98717,157.593,3.938
98718,157.581,4.17
98719,157.647,4.15
98720,157.667,4.226
98721,157.563,4.026
98722,157.647,4.264
98723,157.598,4.163
98724,157.541,3.994
98725,157.499,4.012
98726,157.505,3.802
98727,157.549,3.903
98728,157.522,4.063
98729,157.557,3.805
98730,157.488,3.912
98731,157.557,4.164
98732,157.522,4.047
98733,157.536,4.122
98734,157.247,3.631
98735,157.352,3.709
98736,157.258,3.575
98737,157.392,3.118
98738,157.225,3.444
98739,157.268,3.615
98740,157.2,3.327
98741,157.231,3.496
98742,157.31,4.144
98743,157.353,3.822
98744,157.44,3.877
98745,157.442,4.167
98746,157.341,4.008
98747,157.446,4.211
98748,157.422,4.1
98749,157.101,3.494
98750,157.175,3.678
98751,157.107,3.689
98752,157.083,3.387
98753,157.153,3.686
98754,157.155,3.721
98755,157.217,3.815
98756,157.215,4.015
98757,157.265,3.918
98758,157.273,3.786
98759,157.286,3.806
98760,157.249,3.928
98761,157.299,3.973
98762,157.291,3.857
98763,157.26,4.149
98764,156.211,3.562
98765,156.952,3.682
98766,156.313,3.675
98767,156.924,3.68
98768,157.06,3.493
98769,157.019,3.537
98770,157.146,3.948
98771,157.119,3.839
98772,156.512,4.247
98773,157.083,4.015
98774,157.146,3.99
98775,157.068,3.933
98776,156.502,5.484
98777,156.479,5.378
98778,156.59,5.065
98779,156.323,4.934
98780,156.469,4.664
98781,157.015,4.42
98782,156.64,4.63
98783,156.986,4.847
98784,157.013,4.812
98785,156.85,4.343
98786,156.573,4.322
98787,156.963,5.143
98788,157.001,5.404
98789,157.006,5.467
98790,156.996,5.039
98791,156.888,5.099
98792,156.938,5.014
98793,157.151,4.69
98794,157.016,4.827
98795,157.066,4.406
98796,157.204,4.392
98797,157.173,4.306
98798,157.204,4.409
98799,157.12,5.175
98800,157.281,5.354
98801,157.034,5.253
98802,157.293,5.14
98803,157.29,4.84
98804,157.242,4.644
98805,157.254,4.864
98806,157.429,4.705
98807,157.343,4.807
98808,157.279,4.548
98809,157.436,4.656
98810,157.353,4.745
98811,157.275,4.431
98812,157.37,4.371
98813,157.538,5.356
98814,157.504,5.471
98815,157.585,5.274
98816,157.52,5.048
98817,157.35,5.417
98818,157.426,5.04
98819,157.499,4.574
98820,157.537,4.503
98821,157.521,4.476
98822,157.552,4.725
98823,157.468,4.382
98824,157.594,4.373
98825,157.516,4.334
98826,157.524,4.274
98827,157.701,4.727
98828,157.685,4.709
98829,157.668,4.657
98830,157.653,4.492
98831,157.678,4.306
98832,157.731,4.317
98833,157.807,4.651
98834,157.836,4.588
98835,157.916,4.273
98836,157.762,4.323
98837,157.81,4.909
98838,157.901,4.383
98839,157.891,5.534
98840,157.672,5.154
98841,157.732,5.503
98842,157.917,5.372
98843,157.605,5.223
98844,157.838,5.076
98845,157.869,5.024
98846,158.185,4.756
98847,158.225,4.731
98848,158.301,4.837
98849,158.01,4.818
98850,158.185,4.426
98851,158.237,4.278
98852,158.169,4.299
98853,158.057,5.315
98854,157.963,5.533
98855,157.952,5.249
98856,158.254,5.451
98857,158.158,5.264
98858,158.29,5.249
98859,158.245,5.246
98860,158.387,4.855
98861,158.334,4.813
98862,158.451,4.351
98863,158.332,4.344
98864,158.559,4.357
98865,158.398,4.294
98866,158.354,5.327
98867,158.649,5.009
98868,158.719,5.101
98869,158.734,5.048
98870,158.553,5.119
98871,158.323,5.257
98872,158.68,4.93
98873,158.632,4.303
98874,158.712,4.363
98875,158.841,4.608
98876,159.999,3.112
98877,160.613,3.891
98878,160.478,3.834
98879,160.552,3.613
98880,160.44,3.501
98881,160.48,3.524
98882,160.393,4.124
98883,160.432,3.983
98884,160.732,4.22
98885,160.461,4.331
98886,160.615,4.247
98887,160.316,4.275
98888,160.309,4.457
98889,159.836,3.369
98890,159.623,3.533
98891,159.886,3.595
98892,159.752,3.54
98893,159.819,3.491
98894,159.893,3.81
98895,159.698,3.853
98896,159.787,4.16
98897,159.565,4.036
98898,159.689,4.048
98899,159.859,4.34
98900,159.727,4.333
98901,159.578,4.091
98902,159.905,3.967
98903,159.944,4.285
98904,159.805,4.421
98905,159.696,4.526
98906,159.367,3.678
98907,159.384,3.756
98908,159.302,3.853
98909,159.466,3.739
98910,159.541,3.739
98911,159.352,4.207
98912,159.313,4.103
98913,159.302,4.053
98914,159.326,4.06
98915,159.362,4.454
98916,159.472,3.999
98917,159.347,4.176
98918,159.358,4.157
98919,159.401,4.261
98920,159.452,4.415
98921,159.209,2.974
98922,159.293,3.392
98923,159.055,3.651
98924,159.116,3.26
98925,159.267,3.862
98926,159.077,3.315
98927,159.161,3.858
98928,159.191,4.081
98929,159.221,3.978
98930,159.233,4.262
98931,159.132,4.381
98932,159.228,4.532
98933,159.274,4.242
98934,159.271,4.319
98935,159.08,4.161
98936,158.987,4.11
98937,158.95,3.922
98938,159.1,4.138
98939,158.939,4.234
98940,159.068,4.514
98941,159.022,4.468
98942,159.061,4.408
98943,159.035,4.526
98944,158.726,3.991
98945,158.747,4.047
98946,158.869,4.171
98947,158.838,3.558
98948,158.939,3.642
98949,159.161,3.21
98950,158.887,3.559
98951,158.76,3.73
98952,158.788,3.532
98953,158.61,4.099
98954,158.613,4.464
98955,158.505,4.106
98956,158.673,4.455
98957,158.633,4.336
98958,158.655,4.432
98959,158.579,3.406
98960,158.566,3.918
98961,158.578,3.845
98962,158.748,3.398
98963,158.717,3.642
98964,158.673,3.905
98965,158.702,3.611
98966,157.99,3.951
98967,158.125,4.369
98968,158.449,4.246
98969,158.076,4.109
98970,158.44,3.511
98971,158.081,3.726
98972,158.165,3.629
98973,158.13,3.84
98974,158.116,3.914
98975,158.148,3.569
98976,158.339,3.478
98977,158.054,3.525
98978,157.96,3.814
98979,157.849,3.98
98980,157.906,4.019
98981,157.818,4.248
98982,157.857,4.369
98983,157.94,4.229
98984,157.867,4.351
98985,157.955,4.288
98986,157.78,4.313
98987,158.619,5.294
98988,158.56,5.58
98989,158.604,5.397
98990,158.512,5.318
98991,158.463,5.358
98992,158.181,5.199
98993,157.907,4.802
98994,157.974,5.096
98995,158.152,4.752
98996,158.062,5.051
98997,158.117,4.652
98998,158.172,4.756
98999,158.159,4.611
99000,157.926,4.569
99001,158.832,5.573
99002,158.715,5.482
99003,158.926,5.616
99004,158.736,5.315
99005,159.049,5.29
99006,158.748,5.363
99007,158.312,5.011
99008,158.526,5.163
99009,158.342,5.034
99010,158.363,5.044
99011,158.47,4.633
99012,158.332,4.652
99013,158.29,4.864
99014,159.37,5.307
99015,159.256,5.559
99016,159.247,5.572
99017,159.217,5.35
99018,159.347,5.439
99019,159.296,5.566
99020,159.129,5.324
99021,159.156,5.376
99022,159.289,5.43
99023,159.338,5.325
99024,158.782,4.788
99025,158.688,4.827
99026,158.743,4.697
99027,158.731,4.613
99028,158.655,4.713
99029,158.529,4.646
99030,159.553,5.425
99031,159.526,5.572
99032,159.401,5.604
99033,159.442,5.467
99034,159.498,5.519
99035,159.379,5.512
99036,159.388,5.629
99037,159.495,5.42
99038,159.536,5.342
99039,159.426,5.619
99040,158.899,4.952
99041,159.085,5.005
99042,158.844,5.15
99043,159.116,5.006
99044,159.147,4.696
99045,159.067,4.608
99046,158.97,4.798
99047,158.915,4.618
99048,158.953,4.722
99049,159.233,5.081
99050,159.18,5.015
99051,159.19,4.536
99052,159.161,4.539
99053,159.158,4.74
99054,159.196,4.599
99055,159.61,5.17
99056,159.609,5.097
99057,159.53,4.894
99058,159.43,5.209
99059,159.471,4.813
99060,159.378,4.783
99061,159.681,5.546
99062,159.643,5.598
99063,159.583,5.538
99064,159.751,5.642
99065,159.554,5.407
99066,159.733,5.431
99067,159.624,5.359
99068,159.733,5.254
99069,159.738,5.294
99070,159.761,5.08
99071,159.827,5.195
99072,159.687,5.069
99073,159.714,5.192
99074,159.678,5.029
99075,159.76,4.777
99076,159.796,4.641
99077,159.783,5.573
99078,159.789,5.505
99079,159.768,5.307
99080,159.822,5.328
99081,159.842,5.238
99082,159.85,4.714
99083,159.936,5.178
99084,159.918,4.628
99085,159.997,4.789
99086,159.893,4.551
99087,160.01,5.549
99088,159.893,5.548
99089,160.041,5.59
99090,160.126,5.554
99091,159.889,5.367
99092,160.268,5.289
99093,160.021,5.463
99094,159.902,5.277
99095,160.252,5.116
99096,160.524,4.537
99097,160.1,4.851
99098,160.188,4.979
99099,160.304,4.881
99100,160.17,5.194
99101,160.299,4.806
99102,160.164,4.89
99103,161.878,3.333
99104,162.086,3.51
99105,161.77,3.395
99106,161.675,3.407
99107,161.751,3.606
99108,161.946,3.336
99109,162.238,3.705
99110,162.172,3.459
99111,161.742,3.737
99112,162.143,3.965
99113,162.001,4.139
99114,162.296,4.102
99115,162.178,4.291
99116,162.196,4.316
99117,162.013,4.362
99118,161.257,3.943
99119,161.862,4.006
99120,161.896,4.019
99121,161.417,4.184
99122,161.379,4.347
99123,161.88,4.1
99124,161.649,4.559
99125,161.16,3.851
99126,161.166,3.926
99127,161.077,3.592
99128,161.079,3.668
99129,161.06,3.48
99130,161.258,4.033
99131,161.255,4.215
99132,161.262,4.324
99133,161.233,4.473
99134,161.24,4.515
99135,160.905,3.712
99136,160.965,3.855
99137,161.045,3.723
99138,160.998,3.873
99139,160.831,3.508
99140,160.876,3.819
99141,161.003,3.629
99142,161.01,4.212
99143,160.973,4.219
99144,161.035,3.982
99145,161.024,4.405
99146,161.13,4.389
99147,160.956,4.492
99148,161.162,4.513
99149,160.826,4.196
99150,160.894,4.537
99151,160.823,4.31
99152,160.823,4.361
99153,160.834,4.277
99154,160.528,4.323
99155,160.654,4.184
99156,160.435,3.975
99157,160.598,4.154
99158,160.721,4.245
99159,160.536,3.784
99160,160.506,3.818
99161,160.617,3.656
99162,160.492,3.726
99163,160.44,3.424
99164,160.509,3.879
99165,160.482,3.835
99166,160.51,3.548
99167,160.578,3.74
99168,160.476,3.492
99169,160.772,3.568
99170,160.468,3.541
99171,160.472,3.525
99172,160.078,4.295
99173,160.29,4.041
99174,160.137,4.072
99175,160.288,4.083
99176,160.361,4.227
99177,160.287,3.988
99178,160.311,4.288
99179,160.078,4.318
99180,160.41,3.439
99181,160.003,3.508
99182,160.284,3.788
99183,160.141,3.488
99184,159.876,4.042
99185,159.999,4.04
99186,159.987,4.521
99187,159.934,4.467
99188,159.887,4.404
99189,160.058,4.397
99190,159.871,4.329
99191,160.003,4.526
99192,159.848,3.776
99193,159.949,3.616
99194,159.818,3.842
99195,159.7,3.845
99196,159.837,3.799
99197,159.759,3.684
99198,159.819,3.912
99199,159.713,3.894
99200,159.831,4.122
99201,159.732,4.396
99202,159.81,4.281
99203,159.777,4.339
99204,159.789,4.314
99205,159.621,4.047
99206,159.805,4.266
99207,159.772,4.309
99208,159.756,5.166
99209,159.831,5.214
99210,159.878,5.228
99211,159.887,5.187
99212,159.718,5.099
99213,159.797,5.163
99214,159.883,5.108
99215,159.695,4.679
99216,159.7,4.995
99217,159.664,4.945
99218,159.711,5.011
99219,159.65,4.923
99220,159.645,4.825
99221,159.653,4.616
99222,159.606,4.798
99223,159.579,4.651
99224,159.977,5.263
99225,160.056,5.488
99226,159.989,5.289
99227,159.989,5.414
99228,159.945,5.231
99229,159.907,5.225
99230,159.772,4.933
99231,159.857,4.715
99232,159.899,4.987
99233,159.732,4.852
99234,159.848,5.06
99235,159.864,5.083
99236,159.726,4.648
99237,160.156,5.491
99238,160.17,5.366
99239,160.178,5.427
99240,160.09,5.115
99241,160.165,5.305
99242,159.913,5.054
99243,160.019,5.082
99244,160.031,4.907
99245,159.932,4.575
99246,160.639,5.508
99247,160.321,5.118
99248,160.829,5.138
99249,160.23,4.663
99250,160.292,4.867
99251,160.379,4.761
99252,160.351,4.958
99253,160.172,5.06
99254,160.16,4.98
99255,160.271,4.992
99256,160.313,5.038
99257,160.461,5.024
99258,160.616,4.951
99259,160.447,5.006
99260,160.727,4.815
99261,160.624,5.083
99262,160.715,4.587
99263,160.638,4.642
99264,160.962,4.881
99265,161.022,5.038
99266,160.95,4.976
99267,161.035,4.855
99268,161.102,4.748
99269,160.913,4.97
99270,161.009,4.663
99271,160.995,5.705
99272,160.894,5.571
99273,160.959,5.584
99274,161.067,5.135
99275,160.903,5.198
99276,160.99,5.255
99277,161.326,5.094
99278,161.291,5.088
99279,161.159,5.092
99280,161.127,4.992
99281,161.292,4.944
99282,161.151,5.004
99283,161.444,4.981
99284,161.419,4.784
99285,161.164,4.742
99286,161.229,5.569
99287,161.472,5.463
99288,161.447,5.647
99289,161.406,5.425
99290,161.692,4.813
99291,161.745,4.609
99292,162.069,5.39
99293,161.744,5.656
99294,161.916,5.284
99295,162.073,5.032
99296,162.095,5.027
99297,162.281,4.941
99298,162.207,4.985
99299,162.114,4.825
99300,162.236,4.888
99301,162.385,4.574
99302,164.195,3.89
99303,164.17,4.613
99304,164.34,4.42
99305,163.668,3.653
99306,163.534,3.518
99307,163.467,3.653
99308,163.353,3.893
99309,163.635,3.864
99310,163.916,4.369
99311,163.93,4.671
99312,163.929,4.639
99313,162.992,3.792
99314,163.136,3.566
99315,163.216,3.856
99316,163.171,3.877
99317,163.258,3.68
99318,163.155,3.831
99319,163.001,3.836
99320,163.3,4.347
99321,163.271,4.416
99322,163.287,4.177
99323,163.432,4.243
99324,163.313,4.576
99325,163.264,4.343
99326,162.971,3.51
99327,162.929,3.211
99328,162.968,3.643
99329,162.839,3.63
99330,162.958,3.536
99331,162.905,3.538
99332,162.895,3.814
99333,162.882,3.68
99334,162.955,3.779
99335,163.161,4.471
99336,163.256,4.199
99337,163.215,4.186
99338,163.232,4.109
99339,163.24,4.624
99340,163.192,4.499
99341,163.223,4.506
99342,162.933,3.998
99343,162.918,4.206
99344,162.731,4.523
99345,162.763,4.594
99346,162.715,4.504
99347,162.766,4.577
99348,162.737,4.469
99349,162.801,4.64
99350,162.701,4.575
99351,162.903,4.651
99352,162.572,3.513
99353,162.629,3.604
99354,162.688,3.514
99355,162.505,3.857
99356,162.752,3.69
99357,162.688,4.507
99358,162.655,3.924
99359,162.661,4.466
99360,162.349,3.681
99361,162.425,3.553
99362,162.385,3.669
99363,162.315,3.597
99364,162.279,4.058
99365,162.391,4.161
99366,161.9,4.194
99367,161.894,4.103
99368,162.126,4.478
99369,162.248,4.534
99370,162.201,4.307
99371,161.916,4.392
99372,161.738,3.535
99373,161.733,3.704
99374,161.948,3.337
99375,161.766,3.746
99376,161.861,3.821
99377,161.813,3.692
99378,161.548,4.515
99379,161.708,4.327
99380,161.541,4.171
99381,161.743,4.568
99382,161.844,4.275
99383,161.574,4.004
99384,161.45,4.548
99385,161.862,4.092
99386,162.157,5.616
99387,162.075,5.382
99388,162.162,5.646
99389,162.068,5.673
99390,162.109,5.582
99391,162.045,5.321
99392,161.975,5.177
99393,162.031,4.827
99394,161.743,4.824
99395,161.958,5.021
99396,161.857,5.184
99397,162.315,5.763
99398,162.319,5.426
99399,162.472,5.385
99400,162.397,5.436
99401,162.119,4.738
99402,162.158,4.799
99403,162.197,4.962
99404,162.061,4.957
99405,162.368,4.799
99406,162.336,4.985
99407,162.135,4.811
99408,162.289,4.956
99409,162.566,5.623
99410,162.537,5.327
99411,162.659,5.451
99412,162.718,5.739
99413,162.673,5.482
99414,162.525,5.138
99415,162.48,5.007
99416,162.974,5.464
99417,162.865,5.602
99418,162.95,5.369
99419,162.639,5.083
99420,163.03,5.151
99421,162.973,5.062
99422,163.027,5.035
99423,162.971,4.855
99424,162.95,5.013
99425,162.933,4.86
99426,163.264,5.238
99427,163.345,5.173
99428,163.095,5.232
99429,163.093,5.124
99430,163.153,5.251
99431,163.083,5.016
99432,163.216,5.623
99433,163.234,5.544
99434,163.061,5.486
99435,163.468,5.219
99436,163.498,4.951
99437,163.425,5.175
99438,163.406,4.751
99439,163.373,4.704
99440,163.358,4.822
99441,163.477,5.676
99442,163.477,5.715
99443,163.437,5.51
99444,163.261,5.522
99445,163.467,5.393
99446,163.425,5.291
99447,163.89,5.207
99448,163.858,5.119
99449,163.818,5.206
99450,163.634,5.208
99451,163.968,5.226
99452,163.53,4.94
99453,163.847,5.223
99454,164.038,5.372
99455,163.71,5.454
99456,164.058,5.275
99457,163.619,5.448
99458,163.758,5.42
99459,163.8,5.483
99460,164.224,4.871
99461,164.173,4.778
99462,164.015,4.9
99463,164.189,4.801
99464,164.038,4.786
99465,164.053,5.051
99466,165.767,3.701
99467,165.788,4.018
99468,165.932,3.673
99469,165.745,3.781
99470,165.811,3.725
99471,166.032,3.84
99472,166.141,4.176
99473,166.232,4.281
99474,166.175,4.297
99475,166.053,4.331
99476,166.223,4.555
99477,166.085,4.574
99478,165.508,3.636
99479,165.636,3.539
99480,165.511,3.58
99481,165.719,4.0
99482,165.522,3.994
99483,165.607,3.705
99484,165.543,4.06
99485,165.636,4.061
99486,165.833,4.436
99487,165.893,4.233
99488,165.924,4.17
99489,165.749,4.268
99490,165.729,4.353
99491,165.87,4.483
99492,165.471,3.727
99493,165.231,3.653
99494,165.113,3.68
99495,165.319,3.563
99496,165.391,3.629
99497,165.301,3.554
99498,165.152,3.869
99499,165.182,3.797
99500,165.435,3.887
99501,165.155,4.065
99502,165.498,4.539
99503,165.585,4.294
99504,165.431,4.519
99505,165.525,4.739
99506,165.421,4.441
99507,165.644,4.412
99508,164.785,3.918
99509,164.681,3.806
99510,164.836,3.838
99511,164.721,4.059
99512,164.775,4.123
99513,164.936,3.985
99514,164.691,4.152
99515,165.076,4.11
99516,164.865,3.553
99517,165.329,4.251
99518,165.365,4.396
99519,165.226,4.432
99520,165.383,4.377
99521,165.405,4.213
99522,165.27,4.486
99523,165.276,4.622
99524,165.277,4.587
99525,165.178,4.408
99526,165.101,4.179
99527,165.098,4.197
99528,165.156,4.598
99529,165.153,4.198
99530,165.118,4.176
99531,165.093,4.729
99532,165.097,4.704
99533,165.176,4.535
99534,165.204,4.571
99535,165.08,4.172
99536,165.047,4.231
99537,165.056,4.323
99538,164.864,4.445
99539,164.971,4.693
99540,164.886,4.558
99541,165.046,4.525
99542,164.666,3.936
99543,164.599,4.037
99544,164.609,3.955
99545,164.626,4.01
99546,164.747,4.467
99547,164.78,4.522
99548,164.79,4.605
99549,164.7,4.179
99550,164.783,4.468
99551,164.837,4.231
99552,164.164,3.562
99553,164.09,3.739
99554,164.357,3.801
99555,164.19,3.719
99556,164.368,3.714
99557,164.568,4.584
99558,164.628,4.631
99559,164.224,4.186
99560,164.541,4.219
99561,164.481,4.561
99562,164.575,4.661
99563,163.987,3.324
99564,163.673,3.62
99565,163.592,4.111
99566,163.974,4.082
99567,163.911,4.087
99568,163.785,3.603
99569,163.352,4.594
99570,163.54,4.712
99571,163.836,4.697
99572,163.391,4.257
99573,163.97,4.465
99574,163.434,4.534
99575,163.571,4.492
99576,163.969,5.377
99577,163.885,5.784
99578,163.988,5.732
99579,163.785,5.483
99580,163.918,5.338
99581,164.011,5.539
99582,163.807,4.934
99583,163.639,5.204
99584,163.466,5.224
99585,163.794,4.819
99586,163.358,4.849
99587,164.077,5.794
99588,164.342,5.385
99589,164.192,5.661
99590,164.198,5.737
99591,164.38,5.699
99592,164.202,5.446
99593,164.273,5.234
99594,164.2,5.247
99595,164.258,5.074
99596,164.284,4.918
99597,164.171,4.772
99598,164.528,5.832
99599,164.44,5.808
99600,164.564,5.386
99601,164.63,5.625
99602,164.326,5.086
99603,164.373,5.246
99604,164.517,5.046
99605,164.389,4.773
99606,164.491,4.785
99607,165.074,5.792
99608,165.035,5.866
99609,164.894,5.344
99610,164.638,5.022
99611,164.797,5.194
99612,164.669,5.065
99613,164.78,5.006
99614,164.649,5.095
99615,164.815,5.192
99616,164.571,4.792
99617,164.638,4.988
99618,164.845,5.282
99619,164.831,4.974
99620,165.024,5.305
99621,164.892,4.83
99622,164.966,4.749
99623,165.015,4.798
99624,165.444,5.235
99625,165.496,5.205
99626,165.505,5.087
99627,165.457,5.129
99628,165.286,5.035
99629,165.389,4.952
99630,165.134,5.004
99631,165.508,4.989
99632,165.324,5.884
99633,165.234,5.879
99634,165.221,5.505
99635,165.259,5.578
99636,165.431,5.771
99637,165.284,5.42
99638,165.34,5.386
99639,165.595,4.99
99640,165.768,5.097
99641,165.61,4.892
99642,165.639,5.042
99643,165.55,4.792
99644,165.679,4.783
99645,165.526,5.432
99646,165.616,5.539
99647,165.458,5.347
99648,165.589,5.544
99649,165.581,5.627
99650,165.534,5.782
99651,165.827,4.884
99652,165.952,5.27
99653,165.776,5.268
99654,165.829,4.983
99655,165.841,5.284
99656,165.91,4.913
99657,165.791,5.07
99658,165.673,5.396
99659,165.71,5.447
99660,166.04,4.928
99661,166.11,5.081
99662,166.069,4.869
99663,165.973,5.288
99664,166.135,4.802
99665,165.98,4.816
99666,166.161,4.878
99667,166.11,4.834
99668,166.007,4.866
99669,166.166,4.855
99670,167.716,3.533
99671,167.704,3.441
99672,167.839,3.833
99673,167.784,3.906
99674,167.783,3.667
99675,167.72,3.725
99676,167.819,4.012
99677,167.826,3.613
99678,167.687,4.511
99679,167.86,4.594
99680,167.801,4.352
99681,167.679,4.073
99682,167.863,4.305
99683,167.806,4.814
99684,167.737,4.729
99685,167.84,4.55
99686,167.757,4.629
99687,167.687,4.846
99688,167.605,3.361
99689,167.642,4.071
99690,167.573,3.419
99691,167.552,4.056
99692,167.607,3.987
99693,167.674,3.962
99694,167.558,4.377
99695,167.536,4.533
99696,167.597,4.79
99697,167.656,4.191
99698,167.583,4.688
99699,167.602,4.83
99700,167.643,4.486
99701,167.621,4.706
99702,167.576,4.772
99703,167.235,3.891
99704,167.278,3.928
99705,167.383,3.587
99706,167.305,3.988
99707,167.399,3.613
99708,167.338,4.027
99709,167.346,3.957
99710,167.478,4.245
99711,167.517,4.147
99712,167.38,4.164
99713,167.503,4.364
99714,167.463,4.671
99715,167.489,4.864
99716,167.099,3.5
99717,167.094,3.725
99718,166.889,3.255
99719,167.054,3.911
99720,166.88,3.942
99721,166.926,3.951
99722,166.87,3.802
99723,167.15,4.342
99724,167.269,4.776
99725,167.141,4.543
99726,167.082,4.183
99727,167.141,4.832
99728,166.807,4.634
99729,166.858,4.398
99730,166.805,4.335
99731,166.881,4.44
99732,166.845,4.701
99733,166.834,4.542
99734,166.94,4.379
99735,166.891,4.63
99736,166.628,4.859
99737,166.586,4.538
99738,166.673,4.445
99739,166.689,4.864
99740,166.58,4.637
99741,166.794,3.83
99742,166.543,4.297
99743,166.51,4.429
99744,166.423,4.542
99745,166.46,4.781
99746,166.499,4.514
99747,166.387,4.198
99748,166.417,4.613
99749,166.439,4.408
99750,166.355,3.848
99751,166.526,3.823
99752,166.507,4.047
99753,166.496,3.608
99754,166.434,3.565
99755,166.246,4.291
99756,166.262,4.073
99757,166.372,4.121
99758,166.28,4.586
99759,166.268,4.434
99760,166.153,3.798
99761,166.131,3.719
99762,166.374,3.66
99763,166.193,3.798
99764,166.305,3.935
99765,166.282,3.899
99766,165.88,4.864
99767,166.19,4.299
99768,166.066,5.738
99769,166.038,5.78
99770,165.945,5.684
99771,166.107,5.881
99772,165.824,5.072
99773,166.06,5.459
99774,165.775,4.938
99775,166.174,5.258
99776,165.826,4.893
99777,165.668,5.404
99778,166.547,5.726
99779,166.502,5.781
99780,166.569,5.759
99781,166.473,5.574
99782,166.508,5.545
99783,166.214,5.554
99784,166.237,5.25
99785,166.321,5.409
99786,166.383,5.475
99787,166.376,5.369
99788,166.289,5.36
99789,166.394,5.007
99790,166.337,5.01
99791,166.789,5.907
99792,166.596,4.963
99793,166.418,5.123
99794,166.553,5.2
99795,166.554,5.222
99796,166.409,5.454
99797,166.42,4.997
99798,166.478,5.228
99799,166.903,5.56
99800,166.827,5.689
99801,166.873,5.657
99802,167.018,5.931
99803,166.985,5.945
99804,166.935,5.93
99805,167.023,5.915
99806,166.667,5.318
99807,166.832,5.411
99808,166.801,5.244
99809,166.696,5.026
99810,166.681,5.347
99811,166.923,5.486
99812,166.895,5.371
99813,166.882,5.331
99814,166.904,5.26
99815,166.873,5.444
99816,166.873,4.902
99817,166.839,5.073
99818,167.217,5.477
99819,167.06,5.454
99820,167.087,4.883
99821,167.262,5.032
99822,167.155,5.618
99823,167.102,5.525
99824,167.113,5.573
99825,167.465,5.446
99826,167.485,5.05
99827,167.324,5.093
99828,167.48,5.289
99829,167.344,5.045
99830,167.387,5.097
99831,167.507,5.304
99832,167.466,5.021
99833,167.457,5.875
99834,167.401,5.94
99835,167.3,5.676
99836,167.487,5.564
99837,167.367,5.712
99838,167.555,5.561
99839,167.241,5.503
